,importance,feature
229,0.013696447366415765,v71v107
90,0.013681110706593523,v129v31
1946,0.013672897827995044,v33v17
1830,0.013633406340324087,v33v12
1863,0.013600091856264929,v44v93
2024,0.013595062499723587,v50_v21_v55
2021,0.013562213786482443,v50_v21_v83
1945,0.013490545956231526,v130v17
2399,0.013487124541247033,v50_v114_v93
2141,0.013461810766758777,v50_v34_v121
1750,0.01341212903704013,v83v4
1147,0.013314359318386572,v22_v31_v30_v125
2053,0.013304242036295773,v50_v36_v65
2319,0.013292990996730848,v50_v106_v55
1927,0.013274349060018438,v121v51
1608,0.01322730213491189,v4v10
2082,0.013179754240572635,v50_v12_v76
2127,0.013001296299296427,v50_v123_v55
1678,0.012887109914727263,v83v34
2028,0.012877141312084808,v50_v21_v88
2240,0.012868997377674074,v50_v76_v121
2195,0.012853478927984135,v50_v10_v61
2052,0.012789490426116622,v50_v17_v36
1844,0.012671654285406125,v61v106
2129,0.012628851407913477,v50_v119_v93
1926,0.012584418317994455,v76v51
1783,0.012516019298863647,v64v123
1655,0.012501428999633727,v88v14
180,0.012427672079751834,v125v38
2151,0.012427664823334348,v50_v123_v17
2356,0.012420276852121005,v50_v64_v101
1864,0.012398295058574834,v130v93
2236,0.01236105387885168,v50_v130_v83
2107,0.012350592602198614,v50_v48_v51
6,0.01224981772584663,v4
2097,0.012246262124421023,v50_v14_v119
2327,0.012242858904538807,v50_v61_v65
2161,0.012158530101154644,v50_v51_v88
1911,0.012106588728667064,v55v85
2212,0.012080536420231136,v50_v48_v121
1984,0.012080050205347753,v121v55
1817,0.012073637182431745,v36v48
938,0.01203881590391118,v22_v66_v24_v75
2029,0.01200262252656476,v50_v21_v44
1888,0.01199784996858353,v111v64
1789,0.01196811518213693,v44v123
2381,0.011929902357157221,v50_v114_v130
1925,0.011849329945594947,v83v51
1986,0.011797425567410636,v36v55
1899,0.011745319804472212,v76v101
1710,0.011697183375699116,v4v21
1861,0.011610542698813398,v61v93
1979,0.011576551092961082,v36v33
1767,0.011561246197571231,v17v119
2361,0.011553096778530055,v50_v93_v64
2317,0.011523794045432481,v50_v61_v76
1791,0.011503750293528835,v33v123
2305,0.011484554185368156,v50_v106_v111
2067,0.011427410964305494,v50_v10_v51
227,0.011385852226963374,v91v107
2160,0.011374392556922724,v50_v34_v111
2210,0.01136521817906117,v50_v34_v93
2197,0.01132891614619455,v50_v34_v4
1961,0.011321110890004243,v88v44
1590,0.01131178212064598,v51v50
1728,0.011291886072546409,v76v21
2178,0.011264891113123262,v50_v64_v51
2101,0.011186726327192002,v50_v119_v83
2090,0.011112979042570715,v50_v12_v44
2342,0.011107884213250444,v50_v101_v44
2202,0.011094232375461222,v50_v10_v93
2339,0.011061793791111173,v50_v101_v17
2352,0.011041377106489444,v50_v93_v65
2388,0.01100784635369439,v50_v14_v93
37,0.011006879042326626,v38
2050,0.010995062872606156,v50_v4_v36
2322,0.010985309644441627,v50_v101_v76
2267,0.01097706374315835,v50_v88_v111
2109,0.010964739512514844,v50_v119_v76
2056,0.010949743199796138,v50_v101_v36
2094,0.010942832751169623,v50_v12_v93
2155,0.010863738322193752,v50_v85_v76
1968,0.010851005876321233,v76v130
28,0.010817279224662186,v111
1599,0.010812021333337165,v121v50
1666,0.010809041055030522,v106v34
1640,0.010807405478514663,v106v14
2128,0.010807376919182238,v50_v119_v64
2384,0.010785983858319526,v50_v14_v61
2076,0.010778664828735506,v50_v119_v123
1676,0.010746130343309958,v33v34
2368,0.010741084394329508,v50_v14_v111
2386,0.010733507608697844,v50_v14_v101
1950,0.01067137618416742,v121v17
2222,0.01063188508457288,v50_v33_v121
2079,0.01056992230356078,v50_v12_v55
1319,0.010499471473629892,v22_v110_v112_v75
2277,0.010477183712478605,v50_v61_v83
1874,0.01034357611081459,v101v64
2302,0.010340170863032308,v50_v93_v83
2134,0.010296376402965072,v50_v51_v55
2259,0.010152610653221547,v50_v55_v76
2226,0.010123925944287083,v50_v55_v121
2069,0.010123371133890452,v50_v34_v123
2043,0.010076230359155768,v50_v121_v36
2193,0.010026529969039369,v50_v10_v44
2291,0.009995195214227766,v50_v64_v111
2075,0.009979319066132631,v50_v12_v83
2252,0.009949293019111082,v50_v121_v88
2182,0.009899488870242503,v50_v123_v106
1648,0.009868671219245301,v44v14
2207,0.009852251994681345,v50_v34_v101
2099,0.009847922241077051,v50_v119_v121
2367,0.009845756316270243,v50_v114_v48
2383,0.00983818754501407,v50_v14_v88
1624,0.009826563258257764,v55v10
1838,0.00976117010126569,v65v12
1845,0.009752037429823812,v17v106
1892,0.00974794994752548,v61v101
1904,0.009726011758363908,v65v101
2275,0.009670723316970838,v50_v17_v55
2400,0.009653042879495142,v50_v114_v106
2268,0.009627097700920486,v50_v17_v83
1933,0.009595013757640512,v44v61
1837,0.009564740185273847,v111v12
1820,0.00955370375135194,v106v12
1611,0.009549686565915661,v48v10
2172,0.009541810270849996,v50_v34_v83
16,0.009421872500963739,v51
1995,0.009408030605883464,v121v76
1594,0.009372423791334742,v130v50
1855,0.009356543159643944,v111v106
1868,0.009293405443795748,v76v93
18,0.009292982256851467,v17
2120,0.009189357229454409,v50_v114_v119
1998,0.00914341980617919,v111v76
1669,0.009079639283637414,v101v34
1842,0.00904667242413267,v85v106
1876,0.00896097644057666,v51v64
2068,0.008926764144608747,v50_v10_v85
1623,0.00890034411149554,v33v10
2350,0.008873125266990167,v50_v64_v61
1643,0.008868285735946595,v101v14
2301,0.008837630018387145,v50_v64_v55
1647,0.008824413095866894,v17v14
2057,0.008793360131480599,v50_v64_v36
21,0.008771250347849294,v33
1688,0.008765969942043478,v123v114
264,0.008765925954713172,v22_v110_v113
2185,0.00860519805992436,v50_v10_v76
1841,0.008546319920589488,v101v106
1636,0.008523418280179383,v119v14
2297,0.008481585044666758,v50_v101_v55
1758,0.008459890948641776,v48v119
2304,0.00845679732175834,v50_v93_v33
1920,0.008421708216712367,v17v51
1626,0.008419392439349138,v76v10
15,0.008368799925066799,v85
1922,0.008362351585351962,v130v51
2379,0.008348721479340172,v50_v114_v83
1772,0.008257189826017896,v83v119
2205,0.008238537912981994,v50_v34_v44
1723,0.008203534005332637,v44v21
2091,0.00816241369137557,v50_v12_v61
19,0.008155777504001682,v44
1790,0.008130355504597815,v130v123
2324,0.008110691960133216,v50_v44_v65
1613,0.008085758184039166,v106v10
1914,0.008072371264479163,v121v85
2098,0.008033569253484623,v50_v10_v48
2188,0.008010785147216355,v50_v106_v85
1923,0.008004031142959448,v33v51
822,0.007918130999001977,v22_v129_v72_v30
1832,0.007797079817279052,v83v12
1994,0.007791692255100101,v65v83
2229,0.0077683101629583634,v50_v48_v61
2318,0.00776561321864482,v50_v4_v44
1746,0.007626486347154133,v44v4
1866,0.007617150153452358,v55v93
26,0.007592060682249397,v88
2365,0.007585247018730486,v50_v106_v93
2096,0.0075680434758845635,v50_v12_v106
1592,0.007507843250668616,v17v50
2231,0.007460564700669469,v50_v130_v111
2364,0.007396199959574197,v50_v106_v64
1850,0.007365468042819982,v83v106
1865,0.007347086281187885,v33v93
2394,0.007269337480795363,v50_v114_v44
2022,0.007202273672951586,v50_v21_v33
1826,0.007136498386008137,v61v12
1769,0.00712006262969179,v130v119
507,0.007106009807140156,v22_v129_v107_v52
1992,0.007060702759174641,v36v83
2077,0.007028280285670264,v50_v12_v33
2110,0.007002743235619445,v50_v4_v119
1738,0.006966843931950369,v106v4
1977,0.006940630016558397,v121v33
2270,0.006903200815289622,v50_v17_v33
2168,0.006857484766813674,v50_v123_v64
1797,0.006850240848473957,v36v123
2284,0.006816562219752427,v50_v33_v88
45,0.006810467609202017,v91
1610,0.006770675765986068,v123v10
1582,0.006761321615925854,v123v50
1642,0.00673841945993,v64v14
2140,0.006709707882079541,v50_v85_v55
2255,0.006699508395059534,v50_v33_v76
917,0.00667877957092617,v22_v110_v31_v66
2153,0.006677845382373428,v50_v123_v65
1951,0.00666655816185798,v88v17
2287,0.006609572943491999,v50_v55_v65
1779,0.006565102316103299,v48v123
1949,0.006508918734591971,v76v17
2294,0.006503552571191149,v50_v101_v33
2019,0.006444562289328438,v50_v21_v121
2074,0.006337384143851219,v50_v12_v111
1652,0.006311844875831526,v83v14
2040,0.006275530361329235,v50_v51_v36
517,0.006238048592699796,v22_v129_v66_v52
1617,0.006221690029786852,v85v10
1846,0.006189336451216812,v44v106
1980,0.0061866903383547825,v111v33
1955,0.006172947371245654,v130v44
2170,0.006145622635511012,v50_v85_v65
1248,0.006099070154420832,v22_v72_v71_v125
930,0.006086924924273648,v22_v31_v129_v24
2084,0.006079041557708297,v50_v123_v51
2130,0.006068036866407948,v50_v51_v83
1827,0.00606521792294667,v17v12
1810,0.005942485378046226,v130v48
1909,0.005926264090625707,v130v85
1976,0.005921075340790208,v76v33
1875,0.00591206664889523,v85v64
2248,0.005878976655744015,v50_v44_v121
1650,0.005871593836600425,v33v14
2377,0.005869365083105873,v50_v14_v17
2191,0.005855101425681113,v50_v10_v65
2358,0.005826352571750598,v50_v93_v101
2216,0.005813859447066456,v50_v48_v33
2328,0.005770649799771369,v50_v64_v76
1654,0.005757496526883695,v121v14
1900,0.005747426161835282,v121v101
1944,0.005736938355957731,v44v17
2187,0.005713641274794827,v50_v10_v4
2011,0.005651973679970953,v50_v12_v36
2389,0.00560480748717,v50_v114_v76
1858,0.005594167240260173,v101v93
2174,0.00556033444739647,v50_v85_v61
2015,0.005514132156832682,v50_v21_v85
2315,0.005511545842299756,v50_v106_v33
1983,0.005485614836280658,v76v55
1895,0.005455723490050716,v130v101
2266,0.0053640995550663555,v50_v61_v111
1717,0.005359105875167386,v64v21
2135,0.005338772529560238,v50_v10_v111
1910,0.005331639357987427,v33v85
2176,0.0052948682992453415,v50_v34_v33
2020,0.005284429374777104,v50_v21_v111
2214,0.005263502844124985,v50_v48_v83
13,0.005231420279567866,v64
1882,0.005225332343525143,v55v64
2146,0.005223024122120606,v50_v10_v130
2133,0.005121104038993869,v50_v85_v111
2246,0.005118360254073591,v50_v17_v121
1880,0.005095625146087213,v130v64
570,0.005028173521334607,v22_v129_v30_v52
2346,0.004972464961199332,v50_v106_v76
1884,0.00492797313047295,v76v64
2351,0.00482719914579105,v50_v93_v44
2123,0.004815884962344644,v50_v123_v33
174,0.004665712204843854,v107v38
2148,0.004658786765380692,v50_v10_v55
2341,0.004646724064461015,v50_v64_v65
1990,0.004623367801635067,v121v83
1793,0.004607500728939751,v83v123
2156,0.004477741880509171,v50_v123_v44
2093,0.004473150626974468,v50_v12_v64
1625,0.004466079807959797,v83v10
1852,0.004336742175027326,v121v106
1811,0.0043086084932823015,v33v48
1806,0.004251322590288738,v51v48
2064,0.004246045105209652,v50_v10_v119
1967,0.0042345208931121895,v83v130
1821,0.004223044606284505,v93v12
24,0.004210559307176678,v76
1987,0.004167849315888495,v111v55
2211,0.004160639904144293,v50_v34_v106
2006,0.004143513995323948,v65v88
2359,0.0041412687124007565,v50_v106_v88
1847,0.004111518757284178,v130v106
42,0.0040956463647136105,v107
2321,0.004054806061466837,v50_v17_v65
1881,0.004043172593976726,v33v64
1965,0.004036822931270621,v33v130
1619,0.004001141878698597,v61v10
1756,0.003945027560398755,v65v4
1999,0.003903615183670142,v65v76
1873,0.0039025224924993606,v65v93
2145,0.0038969495994880562,v50_v10_v33
2073,0.0037893190782487614,v50_v12_v121
1938,0.00378497799147193,v76v61
2131,0.0037843903542988445,v50_v51_v33
169,0.0037132592195046727,v22v72
2366,0.0037101058336709777,v50_v14_v121
1905,0.003678147062879472,v51v85
2062,0.0036747658077479605,v50_v12_v51
1839,0.003669804033300824,v93v106
2111,0.003661657349173363,v50_v123_v121
2293,0.00359290282681386,v50_v101_v130
1972,0.003560940382917827,v111v130
2230,0.003548886223081279,v50_v83_v111
1848,0.0035019656238973263,v33v106
1477,0.0034589170025628503,v22_v47_v62_v66
1898,0.003449718981665831,v83v101
1713,0.003443562791143425,v48v21
2124,0.0034276579854202053,v50_v123_v130
1849,0.0033799378576182875,v55v106
2102,0.0033676241277379626,v50_v119_v33
2048,0.0033440984658196352,v50_v55_v36
1996,0.003342841765233686,v88v76
1724,0.0033193214577372184,v130v21
1496,0.003263009537040139,v22_v38_v112_v71
2105,0.003232819349283247,v50_v119_v55
2152,0.0032315528575935816,v50_v123_v88
1798,0.0032093037220531544,v111v123
2349,0.003201420081511039,v50_v4_v106
1593,0.0031925023220255623,v44v50
1818,0.0031295598570384125,v111v48
2387,0.003120998541948072,v50_v14_v64
1840,0.0030903670998888035,v64v106
1857,0.002968983663184012,v64v93
1894,0.002938854253065605,v44v101
2276,0.00292752097554631,v50_v44_v33
1693,0.002912655216302191,v64v114
2137,0.0028996294057251743,v50_v85_v33
31,0.002851549973269586,v47
2159,0.002844190452868403,v50_v51_v17
2382,0.002814558511757461,v50_v14_v44
2118,0.002793164463644674,v50_v123_v111
1947,0.002764798262616675,v55v17
2039,0.0027007336256718644,v50_v123_v36
2025,0.002692737003031398,v50_v21_v76
2345,0.002613480927660235,v50_v64_v88
2274,0.002580192392128384,v50_v44_v130
1833,0.0025076666159853096,v76v12
9,0.0024397494015733472,v48
2299,0.002422564169852859,v50_v64_v33
2115,0.0023909320014429097,v50_v51_v121
2047,0.002369784535803188,v50_v33_v36
755,0.0023451855001324668,v22_v72_v30_v107
2373,0.002339913549475794,v50_v114_v121
2360,0.0023146643798290785,v50_v106_v44
1598,0.0023104462058932264,v76v50
2374,0.0022194518292792905,v50_v14_v76
2208,0.0021529070779754637,v50_v10_v106
1657,0.002061481391888093,v111v14
2092,0.0019571401270135824,v50_v12_v101
2241,0.001932337552846274,v50_v55_v83
1815,0.0018609395833514104,v121v48
1889,0.0017288769971129743,v65v64
1620,0.0017275591763508446,v17v10
1715,0.0017237051680510254,v106v21
2112,0.0016328621166022395,v50_v10_v121
2378,0.0016072731849696143,v50_v14_v65
2332,0.001505311520309123,v50_v93_v76
1745,0.0015004329674506611,v17v4
1993,0.0014920754032244975,v111v83
2083,0.0014609022135109824,v50_v4_v12
2253,0.0013794694722760288,v50_v83_v76
1851,0.0012920945095196616,v76v106
1091,0.0009303856487433355,v22_v79_v56_v30
2038,0.0008490197957764604,v50_v119_v36
1877,0.0007418144968023856,v61v64
1959,0.0006326692174813056,v76v44
1879,0.00037568876589751945,v44v64
1969,0.00035970906079202224,v121v130
1466,0.0,v22_v47_v56_v112
1458,0.0,v22_v47_v38_v66
1385,0.0,v22_v47_v72_v107
1472,0.0,v22_v47_v31_v75
1471,0.0,v22_v112_v75_v71
1383,0.0,v22_v47_v66_v52
1457,0.0,v22_v47_v107_v112
1459,0.0,v22_v47_v72_v75
1467,0.0,v22_v47_v129_v62
1384,0.0,v22_v47_v72_v91
1469,0.0,v22_v47_v31_v79
1408,0.0,v22_v47_v30_v91
1461,0.0,v22_v47_v125_v52
1462,0.0,v22_v47_v75_v52
1463,0.0,v22_v47_v38_v52
1468,0.0,v22_v47_v129_v72
1464,0.0,v22_v47_v38_v30
1465,0.0,v22_v47_v113_v112
1409,0.0,v22_v47_v129_v107
1425,0.0,v22_v47_v129_v52
1473,0.0,v22_v47_v91_v125
1486,0.0,v22_v47_v56_v125
1495,0.0,v22_v62_v24_v125
1494,0.0,v22_v47_v31_v38
1493,0.0,v22_v62_v66_v125
1492,0.0,v22_v47_v113_v125
1424,0.0,v22_v47_v38_v91
1491,0.0,v22_v47_v24_v112
1490,0.0,v22_v47_v113_v66
1411,0.0,v22_v47_v72_v52
1381,0.0,v22_v62_v56_v125
1489,0.0,v22_v47_v113_v71
1488,0.0,v22_v47_v107_v125
1487,0.0,v22_v47_v113_v79
1382,0.0,v22_v62_v91_v125
1485,0.0,v22_v56_v30_v91
1474,0.0,v22_v47_v79_v56
1484,0.0,v22_v56_v30_v107
1483,0.0,v22_v47_v56_v24
1423,0.0,v22_v47_v30_v75
1412,0.0,v22_v62_v38_v24
1455,0.0,v22_v62_v66_v112
1482,0.0,v22_v47_v38_v24
1481,0.0,v22_v47_v38_v56
1480,0.0,v22_v47_v129_v113
1479,0.0,v22_v47_v31_v72
1478,0.0,v22_v47_v72_v71
1410,0.0,v22_v72_v112_v125
1476,0.0,v22_v47_v30_v112
1475,0.0,v22_v56_v75_v52
1456,0.0,v22_v47_v24_v71
1442,0.0,v22_v47_v72_v66
1454,0.0,v22_v47_v72_v24
1433,0.0,v22_v62_v75_v71
1390,0.0,v22_v47_v66_v75
1432,0.0,v22_v47_v112_v52
1391,0.0,v22_v24_v112_v125
1392,0.0,v22_v47_v66_v30
1407,0.0,v22_v38_v30_v125
1393,0.0,v22_v38_v30_v112
1421,0.0,v22_v56_v24_v91
1394,0.0,v22_v47_v31_v107
1406,0.0,v22_v47_v31_v24
1416,0.0,v22_v56_v107_v24
1405,0.0,v22_v47_v31_v62
1404,0.0,v22_v47_v31_v66
1396,0.0,v22_v47_v66_v24
1419,0.0,v22_v47_v91_v75
1403,0.0,v22_v62_v72_v38
1397,0.0,v22_v79_v112_v125
1399,0.0,v22_v47_v31_v52
1428,0.0,v22_v47_v38_v107
1402,0.0,v22_v62_v79_v125
1400,0.0,v22_v47_v31_v30
1426,0.0,v22_v47_v91_v71
1427,0.0,v22_v47_v113_v38
1417,0.0,v22_v47_v107_v91
1431,0.0,v22_v47_v24_v91
1401,0.0,v22_v47_v129_v91
1389,0.0,v22_v47_v31_v91
1388,0.0,v22_v62_v79_v112
1453,0.0,v22_v47_v107_v24
1434,0.0,v22_v62_v56_v24
1452,0.0,v22_v47_v129_v66
1413,0.0,v22_v47_v30_v107
1414,0.0,v22_v47_v129_v30
1429,0.0,v22_v47_v30_v71
1449,0.0,v22_v47_v129_v24
1448,0.0,v22_v62_v38_v75
1430,0.0,v22_v62_v38_v71
1447,0.0,v22_v47_v30_v24
1446,0.0,v22_v47_v56_v75
1445,0.0,v22_v47_v112_v91
1444,0.0,v22_v47_v107_v71
1443,0.0,v22_v62_v38_v30
1418,0.0,v22_v62_v56_v71
1441,0.0,v22_v110_v112_v125
1497,0.0,v22_v47_v30_v125
1440,0.0,v22_v47_v62_v107
1439,0.0,v22_v30_v112_v125
1438,0.0,v22_v47_v31_v113
1437,0.0,v22_v47_v66_v79
1436,0.0,v22_v31_v112_v125
1435,0.0,v22_v47_v62_v91
1386,0.0,v22_v56_v91_v71
1387,0.0,v22_v56_v107_v71
1415,0.0,v22_v47_v129_v56
1422,0.0,v22_v47_v107_v75
1395,0.0,v22_v47_v72_v30
140,0.0,v22v113
1498,0.0,v22_v47_v79_v91
1878,0.0,v17v64
1792,0.0,v55v123
11,0.0,v106
1813,0.0,v83v48
1822,0.0,v64v12
1823,0.0,v101v12
1862,0.0,v17v93
1883,0.0,v83v64
1499,0.0,v22_v47_v66_v112
1886,0.0,v88v64
1893,0.0,v17v101
1930,0.0,v111v51
1379,0.0,v22_v129_v38_v125
1932,0.0,v17v61
1954,0.0,v65v17
1777,0.0,v111v119
1765,0.0,v51v119
1751,0.0,v76v4
1741,0.0,v101v4
1740,0.0,v64v4
1737,0.0,v12v4
1725,0.0,v33v21
1691,0.0,v106v114
12,0.0,v93
1627,0.0,v121v10
1615,0.0,v64v10
1587,0.0,v64v50
1585,0.0,v106v50
1583,0.0,v48v50
1574,0.0,v22_v47_v79_v112
1573,0.0,v22_v62_v75_v125
1572,0.0,v22_v47_v71_v125
1957,0.0,v55v44
1958,0.0,v83v44
1964,0.0,v65v44
2281,0.0,v50_v61_v130
2398,0.0,v50_v114_v64
2391,0.0,v50_v14_v106
2376,0.0,v50_v114_v111
2372,0.0,v50_v14_v55
2362,0.0,v50_v106_v61
2334,0.0,v50_v4_v64
2326,0.0,v50_v17_v44
2313,0.0,v50_v106_v130
2312,0.0,v50_v4_v17
2311,0.0,v50_v106_v83
2309,0.0,v50_v76_v88
2307,0.0,v50_v76_v65
2300,0.0,v50_v4_v76
2290,0.0,v50_v106_v121
2269,0.0,v50_v17_v130
2031,0.0,v50_v21_v61
2234,0.0,v50_v55_v111
2221,0.0,v50_v83_v121
2217,0.0,v50_v48_v55
2213,0.0,v50_v48_v111
2209,0.0,v50_v34_v64
2200,0.0,v50_v10_v64
2190,0.0,v50_v10_v17
2149,0.0,v50_v51_v76
2122,0.0,v50_v123_v83
2108,0.0,v50_v48_v85
2089,0.0,v50_v12_v65
2088,0.0,v50_v12_v88
2086,0.0,v50_v12_v17
2066,0.0,v50_v10_v123
1571,0.0,v22_v47_v38_v112
1570,0.0,v22_v47_v31_v125
1569,0.0,v22_v47_v112_v75
1515,0.0,v22_v38_v71_v125
1530,0.0,v22_v62_v72_v112
1529,0.0,v22_v47_v113_v30
1528,0.0,v22_v129_v112_v125
1527,0.0,v22_v47_v62_v75
1526,0.0,v22_v47_v129_v38
1525,0.0,v22_v47_v31_v129
1524,0.0,v22_v47_v66_v125
1523,0.0,v22_v47_v79_v30
1522,0.0,v22_v47_v38_v75
1521,0.0,v22_v47_v72_v38
1520,0.0,v22_v47_v24_v125
1519,0.0,v22_v47_v79_v24
1518,0.0,v22_v47_v62_v24
1516,0.0,v22_v47_v62_v79
1514,0.0,v22_v47_v75_v71
1532,0.0,v22_v38_v112_v75
1513,0.0,v22_v47_v62_v30
1512,0.0,v22_v47_v56_v71
1511,0.0,v22_v62_v30_v112
1510,0.0,v22_v62_v56_v30
1509,0.0,v22_v112_v71_v125
1508,0.0,v22_v47_v72_v79
1507,0.0,v22_v62_v56_v91
1506,0.0,v22_v62_v56_v107
1505,0.0,v22_v47_v71_v52
1504,0.0,v22_v47_v79_v107
1503,0.0,v22_v47_v129_v75
1502,0.0,v22_v47_v72_v56
1501,0.0,v22_v47_v38_v79
1500,0.0,v22_v47_v129_v71
1531,0.0,v22_v47_v62_v71
1533,0.0,v22_v47_v62_v56
1568,0.0,v22_v47_v72_v125
1551,0.0,v22_v62_v72_v125
1566,0.0,v22_v47_v112_v71
1565,0.0,v22_v47_v56_v107
1564,0.0,v22_v47_v62_v112
1563,0.0,v22_v47_v56_v91
1562,0.0,v22_v56_v24_v52
1561,0.0,v22_v62_v112_v75
1560,0.0,v22_v62_v71_v125
1559,0.0,v22_v47_v31_v112
1558,0.0,v22_v47_v72_v112
1557,0.0,v22_v47_v107_v52
1556,0.0,v22_v47_v62_v52
1555,0.0,v22_v47_v113_v56
1553,0.0,v22_v47_v113_v91
1552,0.0,v22_v75_v71_v125
1550,0.0,v22_v112_v75_v125
1534,0.0,v22_v47_v38_v71
1548,0.0,v22_v47_v79_v52
1547,0.0,v22_v47_v91_v52
1546,0.0,v22_v62_v112_v71
1545,0.0,v22_v47_v79_v75
1544,0.0,v22_v47_v113_v72
1543,0.0,v22_v47_v79_v71
1542,0.0,v22_v47_v62_v72
1541,0.0,v22_v38_v75_v125
1540,0.0,v22_v62_v30_v125
1539,0.0,v22_v47_v129_v79
1538,0.0,v22_v47_v56_v30
1537,0.0,v22_v47_v24_v52
1536,0.0,v22_v47_v113_v62
1535,0.0,v22_v47_v113_v24
1380,0.0,v22_v62_v56_v75
1273,0.0,v22_v110_v112_v71
1378,0.0,v22_v62_v107_v125
1377,0.0,v22_v47_v66_v71
621,0.0,v22_v66_v30_v52
620,0.0,v22_v66_v24_v52
619,0.0,v22_v31_v56_v71
618,0.0,v22_v113_v107_v125
617,0.0,v22_v110_v72_v91
616,0.0,v22_v113_v91_v125
615,0.0,v22_v113_v79_v24
614,0.0,v22_v31_v79_v107
613,0.0,v22_v113_v79_v71
612,0.0,v22_v129_v79_v107
611,0.0,v22_v72_v107_v52
610,0.0,v22_v31_v113_v72
609,0.0,v22_v31_v79_v91
608,0.0,v22_v129_v79_v91
607,0.0,v22_v31_v113_v75
606,0.0,v22_v113_v107_v112
605,0.0,v22_v113_v112_v91
603,0.0,v22_v113_v24_v71
602,0.0,v22_v113_v66_v71
601,0.0,v22_v110_v47_v52
600,0.0,v22_v31_v62_v52
599,0.0,v22_v129_v56_v24
598,0.0,v22_v31_v113_v62
597,0.0,v22_v113_v66_v24
596,0.0,v22_v113_v38_v107
595,0.0,v22_v113_v38_v91
594,0.0,v22_v110_v62_v52
593,0.0,v22_v110_v75_v52
592,0.0,v22_v129_v113_v66
622,0.0,v22_v72_v66_v52
623,0.0,v22_v113_v107_v91
624,0.0,v22_v110_v79_v91
642,0.0,v22_v31_v71_v52
657,0.0,v22_v110_v38_v56
655,0.0,v22_v113_v79_v75
654,0.0,v22_v129_v56_v71
653,0.0,v22_v110_v56_v112
652,0.0,v22_v110_v72_v30
651,0.0,v22_v110_v79_v30
650,0.0,v22_v66_v107_v24
649,0.0,v22_v31_v56_v75
648,0.0,v22_v72_v66_v56
647,0.0,v22_v113_v30_v112
645,0.0,v22_v113_v38_v30
644,0.0,v22_v113_v72_v24
643,0.0,v22_v129_v113_v75
641,0.0,v22_v31_v66_v91
625,0.0,v22_v110_v72_v107
640,0.0,v22_v31_v79_v30
639,0.0,v22_v31_v66_v107
638,0.0,v22_v129_v62_v56
636,0.0,v22_v129_v113_v62
635,0.0,v22_v113_v24_v75
634,0.0,v22_v113_v62_v30
633,0.0,v22_v110_v66_v30
632,0.0,v22_v31_v107_v24
631,0.0,v22_v110_v113_v38
629,0.0,v22_v113_v66_v75
628,0.0,v22_v110_v79_v107
627,0.0,v22_v129_v113_v72
626,0.0,v22_v110_v31_v113
591,0.0,v22_v129_v24_v52
590,0.0,v22_v129_v113_v71
589,0.0,v22_v129_v72_v56
539,0.0,v22_v113_v66_v91
554,0.0,v22_v110_v129_v56
553,0.0,v22_v129_v113_v79
552,0.0,v22_v113_v66_v30
551,0.0,v22_v110_v107_v24
550,0.0,v22_v110_v24_v91
549,0.0,v22_v110_v71_v52
547,0.0,v22_v31_v24_v52
546,0.0,v22_v113_v72_v107
544,0.0,v22_v110_v47_v113
543,0.0,v22_v113_v107_v71
542,0.0,v22_v110_v62_v56
541,0.0,v22_v113_v91_v71
540,0.0,v22_v113_v66_v107
538,0.0,v22_v31_v113_v24
556,0.0,v22_v31_v79_v56
537,0.0,v22_v113_v125_v52
536,0.0,v22_v110_v79_v56
535,0.0,v22_v31_v72_v56
534,0.0,v22_v31_v56_v107
533,0.0,v22_v31_v56_v91
532,0.0,v22_v110_v113_v71
531,0.0,v22_v31_v113_v79
530,0.0,v22_v113_v112_v52
529,0.0,v22_v113_v62_v52
528,0.0,v22_v113_v79_v56
527,0.0,v22_v110_v56_v75
526,0.0,v22_v113_v56_v125
525,0.0,v22_v110_v113_v66
555,0.0,v22_v113_v79_v91
557,0.0,v22_v113_v79_v107
588,0.0,v22_v110_v31_v52
574,0.0,v22_v110_v30_v24
587,0.0,v22_v113_v62_v107
586,0.0,v22_v110_v31_v56
585,0.0,v22_v113_v62_v91
584,0.0,v22_v110_v129_v52
583,0.0,v22_v31_v56_v24
582,0.0,v22_v66_v91_v52
581,0.0,v22_v110_v113_v72
580,0.0,v22_v110_v66_v107
579,0.0,v22_v110_v66_v91
578,0.0,v22_v110_v113_v62
577,0.0,v22_v110_v47_v56
576,0.0,v22_v129_v56_v30
575,0.0,v22_v66_v107_v52
573,0.0,v22_v113_v30_v75
558,0.0,v22_v31_v56_v30
572,0.0,v22_v31_v72_v52
571,0.0,v22_v113_v79_v30
569,0.0,v22_v31_v113_v66
568,0.0,v22_v110_v113_v75
567,0.0,v22_v31_v113_v71
566,0.0,v22_v113_v107_v75
565,0.0,v22_v113_v91_v75
564,0.0,v22_v129_v79_v56
563,0.0,v22_v129_v113_v24
562,0.0,v22_v129_v56_v107
561,0.0,v22_v129_v56_v91
560,0.0,v22_v113_v72_v30
559,0.0,v22_v31_v62_v56
660,0.0,v22_v113_v30_v125
661,0.0,v22_v110_v56_v125
663,0.0,v22_v31_v30_v91
750,0.0,v22_v110_v91_v75
765,0.0,v22_v129_v72_v91
764,0.0,v22_v31_v38_v56
